Cuadrante,Longitud,Latitud,Longitud,Latitud,Longitud,Latitud,Longitud,Latitud
261,-74.1534085,4.572391,-74.1439885,4.572391,-74.1439885,4.581641,-74.1534085,4.581641
262,-74.1439885,4.572391,-74.1345685,4.572391,-74.1345685,4.581641,-74.1439885,4.581641
263,-74.1345685,4.572391,-74.1251485,4.572391,-74.1251485,4.581641,-74.1345685,4.581641
264,-74.1251485,4.572391,-74.1157285,4.572391,-74.1157285,4.581641,-74.1251485,4.581641
265,-74.1157285,4.572391,-74.1063085,4.572391,-74.1063085,4.581641,-74.1157285,4.581641
266,-74.1063085,4.572391,-74.0968885,4.572391,-74.0968885,4.581641,-74.1063085,4.581641
267,-74.0968885,4.572391,-74.0874685,4.572391,-74.0874685,4.581641,-74.0968885,4.581641
268,-74.0874685,4.572391,-74.0780485,4.572391,-74.0780485,4.581641,-74.0874685,4.581641
269,-74.0780485,4.572391,-74.0686285,4.572391,-74.0686285,4.581641,-74.0780485,4.581641
270,-74.0686285,4.572391,-74.0592085,4.572391,-74.0592085,4.581641,-74.0686285,4.581641
271,-74.0592085,4.572391,-74.0497885,4.572391,-74.0497885,4.581641,-74.0592085,4.581641
272,-74.0497885,4.572391,-74.0403685,4.572391,-74.0403685,4.581641,-74.0497885,4.581641
273,-74.0403685,4.572391,-74.0309485,4.572391,-74.0309485,4.581641,-74.0403685,4.581641
274,-74.0309485,4.572391,-74.0215285,4.572391,-74.0215285,4.581641,-74.0309485,4.581641
275,-74.0215285,4.572391,-74.0121085,4.572391,-74.0121085,4.581641,-74.0215285,4.581641
276,-74.0121085,4.572391,-74.0026885,4.572391,-74.0026885,4.581641,-74.0121085,4.581641
277,-74.2193485,4.581641,-74.2099285,4.581641,-74.2099285,4.590891,-74.2193485,4.590891
278,-74.2099285,4.581641,-74.2005085,4.581641,-74.2005085,4.590891,-74.2099285,4.590891
279,-74.2005085,4.581641,-74.1910885,4.581641,-74.1910885,4.590891,-74.2005085,4.590891
280,-74.1910885,4.581641,-74.1816685,4.581641,-74.1816685,4.590891,-74.1910885,4.590891
281,-74.1816685,4.581641,-74.1722485,4.581641,-74.1722485,4.590891,-74.1816685,4.590891
282,-74.1722485,4.581641,-74.1628285,4.581641,-74.1628285,4.590891,-74.1722485,4.590891
283,-74.1628285,4.581641,-74.1534085,4.581641,-74.1534085,4.590891,-74.1628285,4.590891
284,-74.1534085,4.581641,-74.1439885,4.581641,-74.1439885,4.590891,-74.1534085,4.590891
285,-74.1439885,4.581641,-74.1345685,4.581641,-74.1345685,4.590891,-74.1439885,4.590891
286,-74.1345685,4.581641,-74.1251485,4.581641,-74.1251485,4.590891,-74.1345685,4.590891
287,-74.1251485,4.581641,-74.1157285,4.581641,-74.1157285,4.590891,-74.1251485,4.590891
288,-74.1157285,4.581641,-74.1063085,4.581641,-74.1063085,4.590891,-74.1157285,4.590891
289,-74.1063085,4.581641,-74.0968885,4.581641,-74.0968885,4.590891,-74.1063085,4.590891
290,-74.0968885,4.581641,-74.0874685,4.581641,-74.0874685,4.590891,-74.0968885,4.590891
291,-74.0874685,4.581641,-74.0780485,4.581641,-74.0780485,4.590891,-74.0874685,4.590891
292,-74.0780485,4.581641,-74.0686285,4.581641,-74.0686285,4.590891,-74.0780485,4.590891
293,-74.0686285,4.581641,-74.0592085,4.581641,-74.0592085,4.590891,-74.0686285,4.590891
294,-74.0592085,4.581641,-74.0497885,4.581641,-74.0497885,4.590891,-74.0592085,4.590891
295,-74.0497885,4.581641,-74.0403685,4.581641,-74.0403685,4.590891,-74.0497885,4.590891
296,-74.0403685,4.581641,-74.0309485,4.581641,-74.0309485,4.590891,-74.0403685,4.590891
297,-74.0309485,4.581641,-74.0215285,4.581641,-74.0215285,4.590891,-74.0309485,4.590891
298,-74.0215285,4.581641,-74.0121085,4.581641,-74.0121085,4.590891,-74.0215285,4.590891
299,-74.0121085,4.581641,-74.0026885,4.581641,-74.0026885,4.590891,-74.0121085,4.590891
300,-74.2193485,4.590891,-74.2099285,4.590891,-74.2099285,4.600141,-74.2193485,4.600141
301,-74.2099285,4.590891,-74.2005085,4.590891,-74.2005085,4.600141,-74.2099285,4.600141
302,-74.2005085,4.590891,-74.1910885,4.590891,-74.1910885,4.600141,-74.2005085,4.600141
303,-74.1910885,4.590891,-74.1816685,4.590891,-74.1816685,4.600141,-74.1910885,4.600141
304,-74.1816685,4.590891,-74.1722485,4.590891,-74.1722485,4.600141,-74.1816685,4.600141
305,-74.1722485,4.590891,-74.1628285,4.590891,-74.1628285,4.600141,-74.1722485,4.600141
306,-74.1628285,4.590891,-74.1534085,4.590891,-74.1534085,4.600141,-74.1628285,4.600141
307,-74.1534085,4.590891,-74.1439885,4.590891,-74.1439885,4.600141,-74.1534085,4.600141
308,-74.1439885,4.590891,-74.1345685,4.590891,-74.1345685,4.600141,-74.1439885,4.600141
309,-74.1345685,4.590891,-74.1251485,4.590891,-74.1251485,4.600141,-74.1345685,4.600141
310,-74.1251485,4.590891,-74.1157285,4.590891,-74.1157285,4.600141,-74.1251485,4.600141
311,-74.1157285,4.590891,-74.1063085,4.590891,-74.1063085,4.600141,-74.1157285,4.600141
312,-74.1063085,4.590891,-74.0968885,4.590891,-74.0968885,4.600141,-74.1063085,4.600141
313,-74.0968885,4.590891,-74.0874685,4.590891,-74.0874685,4.600141,-74.0968885,4.600141
314,-74.0874685,4.590891,-74.0780485,4.590891,-74.0780485,4.600141,-74.0874685,4.600141
315,-74.0780485,4.590891,-74.0686285,4.590891,-74.0686285,4.600141,-74.0780485,4.600141
316,-74.0686285,4.590891,-74.0592085,4.590891,-74.0592085,4.600141,-74.0686285,4.600141
317,-74.0592085,4.590891,-74.0497885,4.590891,-74.0497885,4.600141,-74.0592085,4.600141
318,-74.0497885,4.590891,-74.0403685,4.590891,-74.0403685,4.600141,-74.0497885,4.600141
319,-74.0403685,4.590891,-74.0309485,4.590891,-74.0309485,4.600141,-74.0403685,4.600141
320,-74.0309485,4.590891,-74.0215285,4.590891,-74.0215285,4.600141,-74.0309485,4.600141
321,-74.0215285,4.590891,-74.0121085,4.590891,-74.0121085,4.600141,-74.0215285,4.600141
322,-74.0121085,4.590891,-74.0026885,4.590891,-74.0026885,4.600141,-74.0121085,4.600141
323,-74.2193485,4.600141,-74.2099285,4.600141,-74.2099285,4.609391,-74.2193485,4.609391
324,-74.2099285,4.600141,-74.2005085,4.600141,-74.2005085,4.609391,-74.2099285,4.609391
325,-74.2005085,4.600141,-74.1910885,4.600141,-74.1910885,4.609391,-74.2005085,4.609391
326,-74.1910885,4.600141,-74.1816685,4.600141,-74.1816685,4.609391,-74.1910885,4.609391
327,-74.1816685,4.600141,-74.1722485,4.600141,-74.1722485,4.609391,-74.1816685,4.609391
328,-74.1722485,4.600141,-74.1628285,4.600141,-74.1628285,4.609391,-74.1722485,4.609391
329,-74.1628285,4.600141,-74.1534085,4.600141,-74.1534085,4.609391,-74.1628285,4.609391
330,-74.1534085,4.600141,-74.1439885,4.600141,-74.1439885,4.609391,-74.1534085,4.609391
331,-74.1439885,4.600141,-74.1345685,4.600141,-74.1345685,4.609391,-74.1439885,4.609391
332,-74.1345685,4.600141,-74.1251485,4.600141,-74.1251485,4.609391,-74.1345685,4.609391
333,-74.1251485,4.600141,-74.1157285,4.600141,-74.1157285,4.609391,-74.1251485,4.609391
334,-74.1157285,4.600141,-74.1063085,4.600141,-74.1063085,4.609391,-74.1157285,4.609391
335,-74.1063085,4.600141,-74.0968885,4.600141,-74.0968885,4.609391,-74.1063085,4.609391
336,-74.0968885,4.600141,-74.0874685,4.600141,-74.0874685,4.609391,-74.0968885,4.609391
337,-74.0874685,4.600141,-74.0780485,4.600141,-74.0780485,4.609391,-74.0874685,4.609391
338,-74.0780485,4.600141,-74.0686285,4.600141,-74.0686285,4.609391,-74.0780485,4.609391
339,-74.0686285,4.600141,-74.0592085,4.600141,-74.0592085,4.609391,-74.0686285,4.609391
340,-74.0592085,4.600141,-74.0497885,4.600141,-74.0497885,4.609391,-74.0592085,4.609391
341,-74.0497885,4.600141,-74.0403685,4.600141,-74.0403685,4.609391,-74.0497885,4.609391
342,-74.0403685,4.600141,-74.0309485,4.600141,-74.0309485,4.609391,-74.0403685,4.609391
343,-74.0309485,4.600141,-74.0215285,4.600141,-74.0215285,4.609391,-74.0309485,4.609391
344,-74.0215285,4.600141,-74.0121085,4.600141,-74.0121085,4.609391,-74.0215285,4.609391
345,-74.0121085,4.600141,-74.0026885,4.600141,-74.0026885,4.609391,-74.0121085,4.609391
346,-74.2193485,4.609391,-74.2099285,4.609391,-74.2099285,4.618641,-74.2193485,4.618641
347,-74.2099285,4.609391,-74.2005085,4.609391,-74.2005085,4.618641,-74.2099285,4.618641
348,-74.2005085,4.609391,-74.1910885,4.609391,-74.1910885,4.618641,-74.2005085,4.618641
349,-74.1910885,4.609391,-74.1816685,4.609391,-74.1816685,4.618641,-74.1910885,4.618641
350,-74.1816685,4.609391,-74.1722485,4.609391,-74.1722485,4.618641,-74.1816685,4.618641
351,-74.1722485,4.609391,-74.1628285,4.609391,-74.1628285,4.618641,-74.1722485,4.618641
352,-74.1628285,4.609391,-74.1534085,4.609391,-74.1534085,4.618641,-74.1628285,4.618641
353,-74.1534085,4.609391,-74.1439885,4.609391,-74.1439885,4.618641,-74.1534085,4.618641
354,-74.1439885,4.609391,-74.1345685,4.609391,-74.1345685,4.618641,-74.1439885,4.618641
355,-74.1345685,4.609391,-74.1251485,4.609391,-74.1251485,4.618641,-74.1345685,4.618641
356,-74.1251485,4.609391,-74.1157285,4.609391,-74.1157285,4.618641,-74.1251485,4.618641
357,-74.1157285,4.609391,-74.1063085,4.609391,-74.1063085,4.618641,-74.1157285,4.618641
358,-74.1063085,4.609391,-74.0968885,4.609391,-74.0968885,4.618641,-74.1063085,4.618641
359,-74.0968885,4.609391,-74.0874685,4.609391,-74.0874685,4.618641,-74.0968885,4.618641
360,-74.0874685,4.609391,-74.0780485,4.609391,-74.0780485,4.618641,-74.0874685,4.618641
361,-74.0780485,4.609391,-74.0686285,4.609391,-74.0686285,4.618641,-74.0780485,4.618641
362,-74.0686285,4.609391,-74.0592085,4.609391,-74.0592085,4.618641,-74.0686285,4.618641
363,-74.0592085,4.609391,-74.0497885,4.609391,-74.0497885,4.618641,-74.0592085,4.618641
364,-74.0497885,4.609391,-74.0403685,4.609391,-74.0403685,4.618641,-74.0497885,4.618641
365,-74.0403685,4.609391,-74.0309485,4.609391,-74.0309485,4.618641,-74.0403685,4.618641
366,-74.0309485,4.609391,-74.0215285,4.609391,-74.0215285,4.618641,-74.0309485,4.618641
367,-74.0215285,4.609391,-74.0121085,4.609391,-74.0121085,4.618641,-74.0215285,4.618641
368,-74.0121085,4.609391,-74.0026885,4.609391,-74.0026885,4.618641,-74.0121085,4.618641
369,-74.2193485,4.618641,-74.2099285,4.618641,-74.2099285,4.627891,-74.2193485,4.627891
370,-74.2099285,4.618641,-74.2005085,4.618641,-74.2005085,4.627891,-74.2099285,4.627891
371,-74.2005085,4.618641,-74.1910885,4.618641,-74.1910885,4.627891,-74.2005085,4.627891
372,-74.1910885,4.618641,-74.1816685,4.618641,-74.1816685,4.627891,-74.1910885,4.627891
373,-74.1816685,4.618641,-74.1722485,4.618641,-74.1722485,4.627891,-74.1816685,4.627891
374,-74.1722485,4.618641,-74.1628285,4.618641,-74.1628285,4.627891,-74.1722485,4.627891
375,-74.1628285,4.618641,-74.1534085,4.618641,-74.1534085,4.627891,-74.1628285,4.627891
376,-74.1534085,4.618641,-74.1439885,4.618641,-74.1439885,4.627891,-74.1534085,4.627891
377,-74.1439885,4.618641,-74.1345685,4.618641,-74.1345685,4.627891,-74.1439885,4.627891
378,-74.1345685,4.618641,-74.1251485,4.618641,-74.1251485,4.627891,-74.1345685,4.627891
379,-74.1251485,4.618641,-74.1157285,4.618641,-74.1157285,4.627891,-74.1251485,4.627891
380,-74.1157285,4.618641,-74.1063085,4.618641,-74.1063085,4.627891,-74.1157285,4.627891
381,-74.1063085,4.618641,-74.0968885,4.618641,-74.0968885,4.627891,-74.1063085,4.627891
382,-74.0968885,4.618641,-74.0874685,4.618641,-74.0874685,4.627891,-74.0968885,4.627891
383,-74.0874685,4.618641,-74.0780485,4.618641,-74.0780485,4.627891,-74.0874685,4.627891
384,-74.0780485,4.618641,-74.0686285,4.618641,-74.0686285,4.627891,-74.0780485,4.627891
385,-74.0686285,4.618641,-74.0592085,4.618641,-74.0592085,4.627891,-74.0686285,4.627891
386,-74.0592085,4.618641,-74.0497885,4.618641,-74.0497885,4.627891,-74.0592085,4.627891
387,-74.0497885,4.618641,-74.0403685,4.618641,-74.0403685,4.627891,-74.0497885,4.627891
388,-74.0403685,4.618641,-74.0309485,4.618641,-74.0309485,4.627891,-74.0403685,4.627891
389,-74.0309485,4.618641,-74.0215285,4.618641,-74.0215285,4.627891,-74.0309485,4.627891
390,-74.0215285,4.618641,-74.0121085,4.618641,-74.0121085,4.627891,-74.0215285,4.627891
391,-74.0121085,4.618641,-74.0026885,4.618641,-74.0026885,4.627891,-74.0121085,4.627891
392,-74.2193485,4.627891,-74.2099285,4.627891,-74.2099285,4.637141,-74.2193485,4.637141
393,-74.2099285,4.627891,-74.2005085,4.627891,-74.2005085,4.637141,-74.2099285,4.637141
394,-74.2005085,4.627891,-74.1910885,4.627891,-74.1910885,4.637141,-74.2005085,4.637141
395,-74.1910885,4.627891,-74.1816685,4.627891,-74.1816685,4.637141,-74.1910885,4.637141
396,-74.1816685,4.627891,-74.1722485,4.627891,-74.1722485,4.637141,-74.1816685,4.637141
397,-74.1722485,4.627891,-74.1628285,4.627891,-74.1628285,4.637141,-74.1722485,4.637141
398,-74.1628285,4.627891,-74.1534085,4.627891,-74.1534085,4.637141,-74.1628285,4.637141
399,-74.1534085,4.627891,-74.1439885,4.627891,-74.1439885,4.637141,-74.1534085,4.637141
400,-74.1439885,4.627891,-74.1345685,4.627891,-74.1345685,4.637141,-74.1439885,4.637141
401,-74.1345685,4.627891,-74.1251485,4.627891,-74.1251485,4.637141,-74.1345685,4.637141
402,-74.1251485,4.627891,-74.1157285,4.627891,-74.1157285,4.637141,-74.1251485,4.637141
403,-74.1157285,4.627891,-74.1063085,4.627891,-74.1063085,4.637141,-74.1157285,4.637141
404,-74.1063085,4.627891,-74.0968885,4.627891,-74.0968885,4.637141,-74.1063085,4.637141
405,-74.0968885,4.627891,-74.0874685,4.627891,-74.0874685,4.637141,-74.0968885,4.637141
406,-74.0874685,4.627891,-74.0780485,4.627891,-74.0780485,4.637141,-74.0874685,4.637141
407,-74.0780485,4.627891,-74.0686285,4.627891,-74.0686285,4.637141,-74.0780485,4.637141
408,-74.0686285,4.627891,-74.0592085,4.627891,-74.0592085,4.637141,-74.0686285,4.637141
409,-74.0592085,4.627891,-74.0497885,4.627891,-74.0497885,4.637141,-74.0592085,4.637141
410,-74.0497885,4.627891,-74.0403685,4.627891,-74.0403685,4.637141,-74.0497885,4.637141
411,-74.0403685,4.627891,-74.0309485,4.627891,-74.0309485,4.637141,-74.0403685,4.637141
412,-74.0309485,4.627891,-74.0215285,4.627891,-74.0215285,4.637141,-74.0309485,4.637141
413,-74.0215285,4.627891,-74.0121085,4.627891,-74.0121085,4.637141,-74.0215285,4.637141
414,-74.0121085,4.627891,-74.0026885,4.627891,-74.0026885,4.637141,-74.0121085,4.637141
415,-74.2193485,4.637141,-74.2099285,4.637141,-74.2099285,4.646391,-74.2193485,4.646391
416,-74.2099285,4.637141,-74.2005085,4.637141,-74.2005085,4.646391,-74.2099285,4.646391
417,-74.2005085,4.637141,-74.1910885,4.637141,-74.1910885,4.646391,-74.2005085,4.646391
418,-74.1910885,4.637141,-74.1816685,4.637141,-74.1816685,4.646391,-74.1910885,4.646391
419,-74.1816685,4.637141,-74.1722485,4.637141,-74.1722485,4.646391,-74.1816685,4.646391
420,-74.1722485,4.637141,-74.1628285,4.637141,-74.1628285,4.646391,-74.1722485,4.646391
421,-74.1628285,4.637141,-74.1534085,4.637141,-74.1534085,4.646391,-74.1628285,4.646391
422,-74.1534085,4.637141,-74.1439885,4.637141,-74.1439885,4.646391,-74.1534085,4.646391
423,-74.1439885,4.637141,-74.1345685,4.637141,-74.1345685,4.646391,-74.1439885,4.646391
424,-74.1345685,4.637141,-74.1251485,4.637141,-74.1251485,4.646391,-74.1345685,4.646391
425,-74.1251485,4.637141,-74.1157285,4.637141,-74.1157285,4.646391,-74.1251485,4.646391
426,-74.1157285,4.637141,-74.1063085,4.637141,-74.1063085,4.646391,-74.1157285,4.646391
427,-74.1063085,4.637141,-74.0968885,4.637141,-74.0968885,4.646391,-74.1063085,4.646391
428,-74.0968885,4.637141,-74.0874685,4.637141,-74.0874685,4.646391,-74.0968885,4.646391
429,-74.0874685,4.637141,-74.0780485,4.637141,-74.0780485,4.646391,-74.0874685,4.646391
430,-74.0780485,4.637141,-74.0686285,4.637141,-74.0686285,4.646391,-74.0780485,4.646391
431,-74.0686285,4.637141,-74.0592085,4.637141,-74.0592085,4.646391,-74.0686285,4.646391
432,-74.0592085,4.637141,-74.0497885,4.637141,-74.0497885,4.646391,-74.0592085,4.646391
433,-74.0497885,4.637141,-74.0403685,4.637141,-74.0403685,4.646391,-74.0497885,4.646391
434,-74.0403685,4.637141,-74.0309485,4.637141,-74.0309485,4.646391,-74.0403685,4.646391
435,-74.0309485,4.637141,-74.0215285,4.637141,-74.0215285,4.646391,-74.0309485,4.646391
436,-74.0215285,4.637141,-74.0121085,4.637141,-74.0121085,4.646391,-74.0215285,4.646391
437,-74.0121085,4.637141,-74.0026885,4.637141,-74.0026885,4.646391,-74.0121085,4.646391
438,-74.2193485,4.646391,-74.2099285,4.646391,-74.2099285,4.655641,-74.2193485,4.655641
439,-74.2099285,4.646391,-74.2005085,4.646391,-74.2005085,4.655641,-74.2099285,4.655641
440,-74.2005085,4.646391,-74.1910885,4.646391,-74.1910885,4.655641,-74.2005085,4.655641
441,-74.1910885,4.646391,-74.1816685,4.646391,-74.1816685,4.655641,-74.1910885,4.655641
442,-74.1816685,4.646391,-74.1722485,4.646391,-74.1722485,4.655641,-74.1816685,4.655641
443,-74.1722485,4.646391,-74.1628285,4.646391,-74.1628285,4.655641,-74.1722485,4.655641
444,-74.1628285,4.646391,-74.1534085,4.646391,-74.1534085,4.655641,-74.1628285,4.655641
445,-74.1534085,4.646391,-74.1439885,4.646391,-74.1439885,4.655641,-74.1534085,4.655641
446,-74.1439885,4.646391,-74.1345685,4.646391,-74.1345685,4.655641,-74.1439885,4.655641
447,-74.1345685,4.646391,-74.1251485,4.646391,-74.1251485,4.655641,-74.1345685,4.655641
448,-74.1251485,4.646391,-74.1157285,4.646391,-74.1157285,4.655641,-74.1251485,4.655641
449,-74.1157285,4.646391,-74.1063085,4.646391,-74.1063085,4.655641,-74.1157285,4.655641
450,-74.1063085,4.646391,-74.0968885,4.646391,-74.0968885,4.655641,-74.1063085,4.655641
451,-74.0968885,4.646391,-74.0874685,4.646391,-74.0874685,4.655641,-74.0968885,4.655641
452,-74.0874685,4.646391,-74.0780485,4.646391,-74.0780485,4.655641,-74.0874685,4.655641
453,-74.0780485,4.646391,-74.0686285,4.646391,-74.0686285,4.655641,-74.0780485,4.655641
454,-74.0686285,4.646391,-74.0592085,4.646391,-74.0592085,4.655641,-74.0686285,4.655641
455,-74.0592085,4.646391,-74.0497885,4.646391,-74.0497885,4.655641,-74.0592085,4.655641
456,-74.0497885,4.646391,-74.0403685,4.646391,-74.0403685,4.655641,-74.0497885,4.655641
457,-74.0403685,4.646391,-74.0309485,4.646391,-74.0309485,4.655641,-74.0403685,4.655641
458,-74.0309485,4.646391,-74.0215285,4.646391,-74.0215285,4.655641,-74.0309485,4.655641
459,-74.0215285,4.646391,-74.0121085,4.646391,-74.0121085,4.655641,-74.0215285,4.655641
460,-74.0121085,4.646391,-74.0026885,4.646391,-74.0026885,4.655641,-74.0121085,4.655641
461,-74.2193485,4.655641,-74.2099285,4.655641,-74.2099285,4.664891,-74.2193485,4.664891
462,-74.2099285,4.655641,-74.2005085,4.655641,-74.2005085,4.664891,-74.2099285,4.664891
463,-74.2005085,4.655641,-74.1910885,4.655641,-74.1910885,4.664891,-74.2005085,4.664891
464,-74.1910885,4.655641,-74.1816685,4.655641,-74.1816685,4.664891,-74.1910885,4.664891
465,-74.1816685,4.655641,-74.1722485,4.655641,-74.1722485,4.664891,-74.1816685,4.664891
466,-74.1722485,4.655641,-74.1628285,4.655641,-74.1628285,4.664891,-74.1722485,4.664891
467,-74.1628285,4.655641,-74.1534085,4.655641,-74.1534085,4.664891,-74.1628285,4.664891
468,-74.1534085,4.655641,-74.1439885,4.655641,-74.1439885,4.664891,-74.1534085,4.664891
469,-74.1439885,4.655641,-74.1345685,4.655641,-74.1345685,4.664891,-74.1439885,4.664891
470,-74.1345685,4.655641,-74.1251485,4.655641,-74.1251485,4.664891,-74.1345685,4.664891
471,-74.1251485,4.655641,-74.1157285,4.655641,-74.1157285,4.664891,-74.1251485,4.664891
472,-74.1157285,4.655641,-74.1063085,4.655641,-74.1063085,4.664891,-74.1157285,4.664891
473,-74.1063085,4.655641,-74.0968885,4.655641,-74.0968885,4.664891,-74.1063085,4.664891
474,-74.0968885,4.655641,-74.0874685,4.655641,-74.0874685,4.664891,-74.0968885,4.664891
475,-74.0874685,4.655641,-74.0780485,4.655641,-74.0780485,4.664891,-74.0874685,4.664891
476,-74.0780485,4.655641,-74.0686285,4.655641,-74.0686285,4.664891,-74.0780485,4.664891
477,-74.0686285,4.655641,-74.0592085,4.655641,-74.0592085,4.664891,-74.0686285,4.664891
478,-74.0592085,4.655641,-74.0497885,4.655641,-74.0497885,4.664891,-74.0592085,4.664891
479,-74.0497885,4.655641,-74.0403685,4.655641,-74.0403685,4.664891,-74.0497885,4.664891
480,-74.0403685,4.655641,-74.0309485,4.655641,-74.0309485,4.664891,-74.0403685,4.664891
481,-74.0309485,4.655641,-74.0215285,4.655641,-74.0215285,4.664891,-74.0309485,4.664891
482,-74.0215285,4.655641,-74.0121085,4.655641,-74.0121085,4.664891,-74.0215285,4.664891
483,-74.0121085,4.655641,-74.0026885,4.655641,-74.0026885,4.664891,-74.0121085,4.664891
484,-74.2193485,4.664891,-74.2099285,4.664891,-74.2099285,4.674141,-74.2193485,4.674141
485,-74.2099285,4.664891,-74.2005085,4.664891,-74.2005085,4.674141,-74.2099285,4.674141
486,-74.2005085,4.664891,-74.1910885,4.664891,-74.1910885,4.674141,-74.2005085,4.674141
487,-74.1910885,4.664891,-74.1816685,4.664891,-74.1816685,4.674141,-74.1910885,4.674141
488,-74.1816685,4.664891,-74.1722485,4.664891,-74.1722485,4.674141,-74.1816685,4.674141
489,-74.1722485,4.664891,-74.1628285,4.664891,-74.1628285,4.674141,-74.1722485,4.674141
490,-74.1628285,4.664891,-74.1534085,4.664891,-74.1534085,4.674141,-74.1628285,4.674141
491,-74.1534085,4.664891,-74.1439885,4.664891,-74.1439885,4.674141,-74.1534085,4.674141
492,-74.1439885,4.664891,-74.1345685,4.664891,-74.1345685,4.674141,-74.1439885,4.674141
493,-74.1345685,4.664891,-74.1251485,4.664891,-74.1251485,4.674141,-74.1345685,4.674141
494,-74.1251485,4.664891,-74.1157285,4.664891,-74.1157285,4.674141,-74.1251485,4.674141
495,-74.1157285,4.664891,-74.1063085,4.664891,-74.1063085,4.674141,-74.1157285,4.674141
496,-74.1063085,4.664891,-74.0968885,4.664891,-74.0968885,4.674141,-74.1063085,4.674141
497,-74.0968885,4.664891,-74.0874685,4.664891,-74.0874685,4.674141,-74.0968885,4.674141
498,-74.0874685,4.664891,-74.0780485,4.664891,-74.0780485,4.674141,-74.0874685,4.674141
499,-74.0780485,4.664891,-74.0686285,4.664891,-74.0686285,4.674141,-74.0780485,4.674141
500,-74.0686285,4.664891,-74.0592085,4.664891,-74.0592085,4.674141,-74.0686285,4.674141
501,-74.0592085,4.664891,-74.0497885,4.664891,-74.0497885,4.674141,-74.0592085,4.674141
502,-74.0497885,4.664891,-74.0403685,4.664891,-74.0403685,4.674141,-74.0497885,4.674141
503,-74.0403685,4.664891,-74.0309485,4.664891,-74.0309485,4.674141,-74.0403685,4.674141
504,-74.0309485,4.664891,-74.0215285,4.664891,-74.0215285,4.674141,-74.0309485,4.674141
505,-74.0215285,4.664891,-74.0121085,4.664891,-74.0121085,4.674141,-74.0215285,4.674141
506,-74.0121085,4.664891,-74.0026885,4.664891,-74.0026885,4.674141,-74.0121085,4.674141
507,-74.2193485,4.674141,-74.2099285,4.674141,-74.2099285,4.683391,-74.2193485,4.683391
508,-74.2099285,4.674141,-74.2005085,4.674141,-74.2005085,4.683391,-74.2099285,4.683391
509,-74.2005085,4.674141,-74.1910885,4.674141,-74.1910885,4.683391,-74.2005085,4.683391
510,-74.1910885,4.674141,-74.1816685,4.674141,-74.1816685,4.683391,-74.1910885,4.683391
511,-74.1816685,4.674141,-74.1722485,4.674141,-74.1722485,4.683391,-74.1816685,4.683391
512,-74.1722485,4.674141,-74.1628285,4.674141,-74.1628285,4.683391,-74.1722485,4.683391
513,-74.1628285,4.674141,-74.1534085,4.674141,-74.1534085,4.683391,-74.1628285,4.683391
514,-74.1534085,4.674141,-74.1439885,4.674141,-74.1439885,4.683391,-74.1534085,4.683391
515,-74.1439885,4.674141,-74.1345685,4.674141,-74.1345685,4.683391,-74.1439885,4.683391
516,-74.1345685,4.674141,-74.1251485,4.674141,-74.1251485,4.683391,-74.1345685,4.683391
517,-74.1251485,4.674141,-74.1157285,4.674141,-74.1157285,4.683391,-74.1251485,4.683391
518,-74.1157285,4.674141,-74.1063085,4.674141,-74.1063085,4.683391,-74.1157285,4.683391
519,-74.1063085,4.674141,-74.0968885,4.674141,-74.0968885,4.683391,-74.1063085,4.683391
520,-74.0968885,4.674141,-74.0874685,4.674141,-74.0874685,4.683391,-74.0968885,4.683391
521,-74.0874685,4.674141,-74.0780485,4.674141,-74.0780485,4.683391,-74.0874685,4.683391
